user_id,issue_id,tutor_ldap,wx,call,exam_d1
17670293,846,wuchenxiwh01,True,False,False
52079800,846,xiangwenfengwh,True,True,False
110007334,846,zhuyongyang,True,False,False
125723762,846,xiangwenfengwh,True,True,True
129357108,846,zhuyongyang,True,True,False
137009954,846,caomingwei,True,True,False
142054524,846,caomingwei,False,True,False
150424454,846,majunwh02,False,False,False
171802554,846,huangjunjun,False,False,False
172035256,846,gongfanwei,True,False,False
176542952,846,songjiayiwh01,False,True,False
193184572,846,zhuyongyang,True,True,False
195370390,846,songjiayiwh01,True,True,True
196651332,846,gongfanwei,False,True,False
209303842,846,xiangwenfengwh,True,True,True
210903464,846,huangjunjun,True,True,False
215114892,846,songjiayiwh01,True,False,False
216033342,846,wuchenxiwh01,True,True,True
234424148,846,wanjiajunwh,False,False,True
246966168,846,zhangxinwh22,False,True,False
248010424,846,zhangxinwh22,True,False,False
248921740,846,wangqianniwh,True,True,False
249524374,846,huangjunjun,True,False,False
256190562,846,zhuyongyang,True,True,False
258904600,846,wangqianniwh,True,False,False
269711868,846,zhangxinwh22,False,True,False
275319130,846,zhangxinwh22,True,False,False
284748580,846,songjiayiwh01,True,True,True
293063992,846,songjiayiwh01,True,True,False
319012714,846,xiangwenfengwh,False,False,False
330422054,846,chenpengwh04,True,True,False
336928250,846,caomingwei,True,True,False
347541372,846,zhuyongyang,False,True,False
353729070,846,wanjiajunwh,True,True,False
357868118,846,zhangzhenghanwh,True,True,False
361411870,846,caomingwei,True,True,False
371511604,846,majunwh02,False,False,False
388833132,846,zhangzhenghanwh,False,True,False
396632628,846,zhangzhenghanwh,False,False,False
399512288,846,gongfanwei,False,False,False
399536150,846,zhangzhenghanwh,True,True,False
402034126,846,zhuyongyang,True,True,False
407131178,846,gongfanwei,False,False,False
413171682,846,zhuyongyang,True,False,False
414981646,846,xiangwenfengwh,True,True,False
424024652,846,xiangwenfengwh,True,False,False
425762368,846,xiangwenfengwh,True,True,False
457649164,846,caomingwei,False,True,False
459930978,846,chenpengwh04,False,False,False
482164132,846,gongfanwei,True,False,False
483399300,846,gongfanwei,True,True,False
486035104,846,zhuyongyang,False,True,False
488070418,846,gongfanwei,False,False,False
489027958,846,wangqianniwh,True,False,True
491189508,846,majunwh02,True,False,True
495535798,846,xiangwenfengwh,True,False,False
495948014,846,caomingwei,False,False,False
496014034,846,gongfanwei,False,False,False
508127452,846,gongfanwei,True,True,False
509053134,846,majunwh02,True,True,True
511529965,846,songjiayiwh01,True,True,False
519386322,846,wanjiajunwh,True,True,True
522985723,846,gongfanwei,True,False,False
523031449,846,zhangzhenghanwh,False,False,False
526270467,846,wanjiajunwh,True,True,True
527772496,846,zhangzhenghanwh,True,True,True
528129851,846,zhuyongyang,True,False,True
532071391,846,gongfanwei,False,False,False
540659281,846,gongfanwei,False,True,False
545087946,846,songjiayiwh01,True,True,True
551011827,846,wanjiajunwh,True,True,True
562462324,846,xiangwenfengwh,True,True,True
598096420,846,wuchenxiwh01,True,False,True
617137741,846,wuchenxiwh01,True,True,False
646214914,846,zhangxinwh22,True,True,True
646790778,846,songjiayiwh01,False,False,False
653467298,846,wuchenxiwh01,True,False,False
675133622,846,majunwh02,True,False,False
678182387,846,xiangwenfengwh,False,False,True
681468742,846,xiangwenfengwh,False,True,False
692165862,846,gongfanwei,False,False,False
694908162,846,zhangxinwh22,False,True,False
715080294,846,zhangxinwh22,True,True,False
716737002,846,zhangxinwh22,False,True,False
724183831,846,wanjiajunwh,True,True,False
725749760,846,zhuyongyang,False,True,False
732478202,846,wanjiajunwh,False,True,False
741626278,846,wuchenxiwh01,True,False,False
752869862,846,wanjiajunwh,True,True,False
753034381,846,wangqianniwh,True,True,False
763109088,846,zhangzhenghanwh,True,True,True
784812537,846,chenpengwh04,False,True,True
795230401,846,zhangxinwh22,False,True,False
834773004,846,wanjiajunwh,True,True,True
836426941,846,songjiayiwh01,True,True,False
854128888,846,songjiayiwh01,False,False,False
871495936,846,wuchenxiwh01,True,False,False
927888531,846,songjiayiwh01,False,False,False
959342037,846,majunwh02,True,False,False
963061646,846,songjiayiwh01,True,True,False
1004806028,846,majunwh02,True,False,False
1020199856,846,xiangwenfengwh,False,False,False
1067653370,846,xiangwenfengwh,True,True,False
1073080688,846,majunwh02,False,False,False
1080099300,846,zhangxinwh22,False,False,False
1082146298,846,majunwh02,True,True,False
1082739243,846,caomingwei,True,True,False
1083247491,846,songjiayiwh01,True,False,False
1093108458,846,wangqianniwh,False,False,False
1110028066,846,chenpengwh04,False,True,False
1119691474,846,huangjunjun,False,False,True
1120227421,846,majunwh02,False,False,False
1131058082,846,wuchenxiwh01,False,False,False
1131664879,846,majunwh02,True,False,False
1133250574,846,zhuyongyang,True,True,True
1133313677,846,zhuyongyang,False,False,False
1133321607,846,zhangxinwh22,False,False,False
1133331146,846,wuchenxiwh01,True,False,False
1133351251,846,songjiayiwh01,False,False,False
1133356640,846,caomingwei,False,True,False
1133357547,846,wangqianniwh,False,False,False
1133369628,846,wanjiajunwh,False,False,False
1133386496,846,wangqianniwh,False,False,False
1133402432,846,huangjunjun,False,False,True
1133454870,846,huangjunjun,False,True,False
1133484115,846,wuchenxiwh01,False,False,False
1133553997,846,wuchenxiwh01,True,False,False
1133567425,846,songjiayiwh01,True,True,False
1133573774,846,wangqianniwh,False,False,False
1133574219,846,zhangzhenghanwh,True,True,False
1133581397,846,songjiayiwh01,True,True,True
1133615823,846,majunwh02,False,False,False
1133619314,846,zhangzhenghanwh,True,True,False
1133620128,846,wuchenxiwh01,False,False,True
1133629814,846,xiangwenfengwh,False,False,False
1133647713,846,chenpengwh04,True,True,True
1133651911,846,gongfanwei,True,True,True
1133658510,846,zhangxinwh22,False,False,False
1133665013,846,wuchenxiwh01,True,True,True
1133686284,846,chenpengwh04,False,False,False
1133718237,846,wuchenxiwh01,True,False,True
1133758074,846,gongfanwei,False,False,False
1133953901,846,chenpengwh04,True,True,False
1133996764,846,wuchenxiwh01,False,False,False
1134007530,846,majunwh02,True,True,False
1134052082,846,caomingwei,False,False,False
76063610,847,zhujunyangwh,True,True,False
124274434,847,genghongwei,False,True,False
128260224,847,yangfengyingwh01,False,False,False
136000664,847,dengyuanwh,False,False,False
148943680,847,wuyuewh08,True,True,False
153449866,847,dengyuanwh,True,False,False
165233530,847,dengyuanwh,True,True,False
167551994,847,dengyuanwh,False,True,False
168928324,847,luchenwh02,True,True,True
171723940,847,luchenwh02,True,False,False
184589348,847,dengyuanwh,True,True,False
189533480,847,yangfengyingwh01,True,True,False
193960208,847,dengyuanwh,False,False,False
205331818,847,wuyuewh08,False,False,False
207195958,847,chenjingwh17,False,False,False
211257856,847,zhujunyangwh,True,False,False
211452936,847,dengyuanwh,False,False,False
212904334,847,leibinwh,False,True,False
214873668,847,dengyuanwh,False,False,False
215463848,847,luchenwh02,True,False,True
224426046,847,genghongwei,False,True,False
225566744,847,wuyuewh08,False,False,False
230498454,847,ningjie,False,False,True
233855612,847,zhujunyangwh,True,True,False
243058172,847,genghongwei,True,True,False
246783432,847,leibinwh,True,False,False
251077254,847,dengyuanwh,True,True,False
263241102,847,huxuhuwh,True,True,False
264034478,847,zhuyuqiong,False,False,True
265219818,847,yangfengyingwh01,False,True,False
279406348,847,zhuyuqiong,True,True,False
284691358,847,leibinwh,True,True,False
286298740,847,luchenwh02,True,True,False
287901324,847,zhuyuqiong,True,True,False
292020798,847,chenjingwh17,True,False,False
300447758,847,yuzhijunwh,True,False,False
302200692,847,yuzhijunwh,True,True,True
315096186,847,luchenwh02,True,False,False
323453120,847,yuzhijunwh,True,False,True
329087756,847,genghongwei,True,True,False
330564160,847,zhuyuqiong,False,False,False
334454316,847,leibinwh,True,False,False
335420154,847,dengyuanwh,False,False,False
337996976,847,chenjingwh17,False,False,False
349102792,847,dengyuanwh,True,False,True
350103392,847,ningjie,True,True,True
352842114,847,guotongwh01,True,False,True
354201776,847,zhuyuqiong,True,False,False
354408850,847,genghongwei,True,True,False
355671190,847,liuzhiqiangwh,False,False,True
356774122,847,zhuyuqiong,False,True,False
358855818,847,dengyuanwh,False,False,False
361679216,847,liuzhiqiangwh,False,True,False
363505314,847,luchenwh02,True,False,True
374822468,847,chenjingwh17,False,False,False
376247826,847,chenjingwh17,True,True,True
385174114,847,chenjingwh17,True,True,False
391804738,847,guotongwh01,True,True,False
391805510,847,yuzhijunwh,False,False,False
395503260,847,guotongwh01,True,True,False
399604270,847,guotongwh01,True,True,False
406160012,847,chenjingwh17,True,True,False
421321260,847,zhuyuqiong,False,True,False
422929518,847,yangfengyingwh01,False,True,False
427606616,847,guotongwh01,True,True,False
428163438,847,liuzhiqiangwh,True,True,False
433564708,847,wuyuewh08,False,False,False
457915812,847,yangfengyingwh01,False,False,False
457938226,847,zhuyuqiong,False,False,False
458311752,847,chenjingwh17,True,False,False
459468332,847,ningjie,False,True,False
459983384,847,guotongwh01,False,False,False
463568538,847,luchenwh02,True,True,False
465253630,847,chenjingwh17,True,False,False
465826884,847,chenjingwh17,True,True,False
473981418,847,dengyuanwh,True,True,False
474038782,847,chenjingwh17,True,False,False
482592414,847,zhujunyangwh,True,True,True
484834360,847,zhujunyangwh,True,True,False
484914682,847,zhuyuqiong,True,False,False
501002272,847,genghongwei,False,True,False
502617596,847,genghongwei,True,False,False
507402605,847,zhuyuqiong,False,True,True
509363662,847,liuzhiqiangwh,True,False,False
509909356,847,leibinwh,True,False,False
513003272,847,yuzhijunwh,False,False,False
517241910,847,zhujunyangwh,True,False,False
524607018,847,liuzhiqiangwh,True,True,False
531804994,847,chenjingwh17,True,False,False
532250764,847,wuyuewh08,True,False,False
537506413,847,dengyuanwh,False,False,False
553983766,847,chenjingwh17,False,False,False
554425880,847,yangfengyingwh01,True,True,False
565649711,847,leibinwh,False,True,False
578427739,847,zhuyuqiong,True,False,False
579503203,847,dengyuanwh,True,False,False
582514174,847,leibinwh,True,True,False
587318082,847,luchenwh02,False,True,False
593089634,847,zhuyuqiong,False,True,False
598586408,847,chenjingwh17,True,False,False
612891661,847,zhujunyangwh,True,False,False
618393459,847,zhujunyangwh,True,True,False
619666539,847,yuzhijunwh,False,False,False
621342912,847,zhuyuqiong,True,True,False
638641115,847,zhuyuqiong,True,False,False
640357103,847,yuzhijunwh,True,True,False
646487613,847,zhuyuqiong,True,False,False
651086835,847,leibinwh,True,True,True
656095090,847,leibinwh,False,True,True
664163978,847,chenjingwh17,True,True,False
670778929,847,wuyuewh08,False,False,False
672393068,847,huxuhuwh,False,False,False
683651515,847,wuyuewh08,True,True,False
683829291,847,ningjie,False,True,True
684901563,847,ningjie,True,False,False
693016261,847,zhujunyangwh,True,True,False
693244304,847,leibinwh,False,False,False
722571485,847,genghongwei,True,True,False
727037248,847,liuzhiqiangwh,False,False,False
729984590,847,guotongwh01,False,False,False
731553602,847,zhuyuqiong,False,True,False
740910707,847,liuzhiqiangwh,True,False,True
745734125,847,liuzhiqiangwh,False,False,False
750086037,847,leibinwh,False,False,False
765161674,847,wuyuewh08,False,False,False
784706279,847,wuyuewh08,False,False,False
786205722,847,huxuhuwh,True,True,False
810339996,847,liuzhiqiangwh,False,False,False
835992228,847,chenjingwh17,True,True,False
840892429,847,wuyuewh08,True,True,False
844470686,847,ningjie,True,False,True
845235624,847,guotongwh01,True,True,False
853050807,847,ningjie,False,False,False
932620685,847,leibinwh,True,False,False
965996122,847,huxuhuwh,True,False,False
996556463,847,yuzhijunwh,False,True,False
1007733086,847,huxuhuwh,False,False,False
1046402750,847,liuzhiqiangwh,False,True,True
1056619486,847,guotongwh01,True,True,False
1057606488,847,zhuyuqiong,False,True,False
1060183304,847,zhuyuqiong,False,False,False
1063902872,847,guotongwh01,False,False,True
1076044688,847,wuyuewh08,False,False,False
1076443868,847,zhuyuqiong,False,False,False
1086363346,847,ningjie,False,True,False
1087624540,847,luchenwh02,True,False,False
1094625694,847,guotongwh01,True,False,False
1101708031,847,leibinwh,True,False,False
1102005983,847,genghongwei,False,True,False
1102024422,847,yangfengyingwh01,False,False,False
1106916348,847,chenjingwh17,True,True,False
1107314018,847,yuzhijunwh,True,True,False
1108205271,847,dengyuanwh,False,True,False
1112957369,847,yangfengyingwh01,False,False,True
1114880153,847,luchenwh02,True,True,True
1130925292,847,huxuhuwh,False,True,False
1133473087,847,ningjie,False,False,False
1133493047,847,yangfengyingwh01,True,True,False
1133496061,847,luchenwh02,False,False,False
1133497408,847,yuzhijunwh,True,True,False
1133506670,847,wuyuewh08,True,True,False
1133508321,847,genghongwei,False,True,False
1133524280,847,yangfengyingwh01,False,False,False
1133525001,847,liuzhiqiangwh,True,True,True
1133529306,847,leibinwh,True,True,True
1133591662,847,zhujunyangwh,True,True,True
1133730780,847,yangfengyingwh01,False,False,False
1133745176,847,ningjie,False,False,True
1133765496,847,huxuhuwh,False,True,False
1133773715,847,luchenwh02,False,False,False
1133785089,847,yangfengyingwh01,False,False,False
1133826972,847,dengyuanwh,False,False,False
1133842002,847,luchenwh02,False,False,True
1133850439,847,dengyuanwh,True,False,True
1133851090,847,dengyuanwh,True,True,True
1133854579,847,genghongwei,True,True,False
1133860052,847,zhuyuqiong,True,False,False
1133877209,847,ningjie,True,True,False
1133898452,847,dengyuanwh,True,False,True
